CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11506,2869.89,0.65,4542.35,1563.74,805.62,0.0,0.97,0.55,0.05,0.16,6,7,8774.57,2257.0,217.66,0.25,12
C11507,1619.71,0.8,1375.82,681.84,603.26,182.0,0.41,0.02,0.82,0.01,1,5,3963.29,1554.46,91.11,0.54,12
C11508,561.04,0.54,52.72,17.57,7.43,133.34,0.13,0.64,0.29,0.02,10,29,849.93,448.49,52.99,0.17,12
C11509,4393.16,0.55,1895.2,746.07,558.36,0.0,0.35,0.85,0.52,0.17,2,53,9590.51,3260.96,240.68,0.08,12
C11510,575.74,0.61,52.29,19.64,23.2,70.77,0.51,0.33,0.9,0.06,8,47,910.42,567.53,127.79,0.12,12
C11511,272.08,0.25,81.72,44.09,25.48,36.63,0.3,0.68,0.02,0.04,17,30,2238.94,239.25,40.05,0.06,8
C11512,1535.88,0.67,939.02,509.36,379.72,154.15,0.61,0.48,0.55,0.12,16,44,4970.11,1684.94,279.59,0.41,12
C11513,5136.86,0.8,2510.44,1587.5,491.62,70.27,0.01,0.0,0.96,0.05,19,28,10462.33,5394.76,871.79,0.25,9
C11514,3147.2,0.41,130.29,66.29,36.25,2423.99,0.82,0.28,0.81,0.65,2,37,2669.95,3486.58,380.36,0.06,12
C11515,398.05,0.88,0.0,0.0,0.0,84.86,0.84,0.53,0.22,0.16,16,34,2591.05,412.39,31.3,0.02,12
C11516,144.26,0.41,75.53,49.52,34.39,0.0,0.78,0.72,0.2,0.18,16,36,2499.28,164.71,26.77,0.04,12
C11517,2831.57,0.61,167.51,59.2,59.84,2624.69,0.3,0.4,0.76,0.55,6,27,4578.9,1726.31,753.02,0.28,8
C11518,470.13,0.9,51.3,30.19,10.11,152.99,0.63,0.19,0.08,0.18,7,44,2087.63,445.84,111.62,0.11,9
C11519,199.2,0.79,39.62,17.08,6.28,40.21,0.37,0.06,0.6,0.07,3,36,1349.06,111.09,56.35,0.19,9
C11520,259.78,0.66,0.0,0.0,0.0,115.35,0.39,0.71,0.23,0.13,19,16,865.76,220.75,36.11,0.01,11
C11521,790.81,0.7,799.03,547.49,256.98,177.93,0.71,0.37,0.84,0.18,10,56,3315.93,872.22,206.74,0.85,10
C11522,2944.79,0.29,156.0,59.68,27.07,1158.19,0.84,0.65,0.38,0.43,5,29,3450.16,2968.1,679.19,0.22,6
C11523,4910.37,0.76,3610.33,2403.83,1062.41,224.54,0.83,0.22,0.41,0.2,1,36,9959.41,4458.86,1403.14,0.02,12
C11524,4014.72,0.69,5989.82,3770.51,901.64,333.43,0.23,0.75,0.79,0.17,10,31,12000.06,3957.67,489.56,0.09,12
C11525,260.29,0.27,0.0,0.0,0.0,89.91,0.66,0.34,0.09,0.01,18,19,1617.61,161.72,65.31,0.1,12
C11526,1149.94,0.3,1075.76,574.88,503.45,53.4,0.27,0.05,0.6,0.1,7,4,3322.05,1324.23,203.59,0.82,12
C11527,1247.17,0.98,996.13,531.82,316.62,20.85,0.63,0.51,0.96,0.06,15,12,4000.92,809.07,198.53,0.4,11
C11528,319.51,0.34,45.9,21.16,9.16,0.0,0.37,0.73,0.65,0.18,6,57,1637.28,197.1,53.18,0.26,12
C11529,237.14,0.92,71.51,32.92,32.36,199.85,0.79,0.93,0.08,0.19,19,57,1297.77,141.81,37.5,0.11,12
C11530,379.51,0.42,49.45,31.66,24.71,71.72,0.94,0.97,0.91,0.11,12,9,742.75,438.47,102.19,0.18,8
C11531,156.98,0.52,41.69,18.97,18.92,170.03,0.29,0.46,0.13,0.01,17,34,1979.45,129.13,44.91,0.16,12
C11532,1584.94,0.64,1267.23,626.87,505.67,186.12,0.87,0.61,0.37,0.07,12,15,4090.86,1383.89,341.95,0.75,12
C11533,4071.61,0.7,4397.9,3072.19,2132.22,13.52,0.74,0.56,0.18,0.04,8,34,9009.9,3116.07,399.81,0.13,11
C11534,124.7,0.6,106.11,46.87,18.99,25.53,0.57,0.53,0.72,0.11,0,39,1452.04,64.73,19.35,0.07,6
C11535,667.15,0.48,1007.42,633.71,454.43,239.57,0.52,0.11,0.26,0.2,6,1,2433.48,364.71,92.67,0.74,12
C11536,3235.75,0.6,3836.44,1576.31,934.16,94.39,0.32,0.67,0.26,0.07,4,57,10361.25,1653.57,704.57,0.29,11
C11537,3774.39,0.76,3655.25,1133.23,412.66,47.18,0.2,0.97,0.41,0.15,16,55,7067.46,3311.26,255.1,0.29,12
C11538,4193.16,0.52,3046.68,1637.2,344.13,16.39,0.08,0.13,0.29,0.17,11,57,6835.84,2664.5,895.37,0.25,6
C11539,765.93,0.64,798.77,392.79,139.89,88.68,0.71,0.31,0.78,0.17,11,28,3604.29,598.56,127.68,0.36,8
C11540,3966.56,0.5,4422.39,2718.31,1821.12,220.63,0.22,0.08,0.53,0.03,19,43,11684.41,3261.42,457.19,0.01,12
C11541,262.69,0.46,69.98,21.11,32.1,154.84,0.5,0.4,0.56,0.05,17,59,1333.62,229.28,17.31,0.06,12
C11542,1287.95,0.44,787.9,258.61,119.12,114.54,0.89,0.48,0.16,0.04,13,11,3283.77,1448.9,81.46,0.43,12
C11543,460.7,0.38,45.41,29.24,19.9,227.08,0.67,0.36,0.91,0.06,6,10,1548.36,244.29,125.79,0.05,12
C11544,483.78,0.81,1044.5,514.24,420.09,211.66,0.17,0.48,0.35,0.01,2,48,4059.12,409.26,93.94,0.81,10
C11545,1574.45,0.99,795.7,399.88,96.19,126.73,0.73,0.8,0.38,0.11,10,19,3999.16,932.55,295.83,0.58,8
C11546,186.73,0.22,115.6,45.09,45.38,322.09,0.21,0.21,0.24,0.15,19,10,1386.32,214.48,10.15,0.14,11
C11547,4508.67,0.36,3411.97,2287.28,393.58,80.21,0.78,0.76,0.96,0.05,9,12,9776.3,5149.9,1094.47,0.2,10
C11548,573.86,0.97,70.16,46.71,14.39,187.84,0.08,0.79,0.61,0.13,19,41,1366.83,343.14,58.91,0.17,12
C11549,298.45,0.47,0.0,0.0,0.0,68.56,0.14,0.58,0.06,0.11,3,22,1087.22,173.74,43.53,0.17,12
C11550,440.01,0.51,51.24,19.84,23.76,172.23,0.93,0.32,0.19,0.02,1,18,500.0,253.85,93.13,0.26,10
C11551,464.82,0.73,686.02,475.49,97.51,80.13,0.28,0.94,0.48,0.05,10,58,3617.44,264.32,38.87,0.48,12
C11552,273.05,0.48,50.8,33.38,12.16,136.91,0.15,0.36,0.19,0.05,7,58,1599.52,166.74,68.04,0.04,12
C11553,900.5,0.59,528.8,268.93,174.91,291.21,0.21,0.05,0.61,0.1,1,24,1731.72,548.39,233.07,0.34,9
C11554,465.98,0.92,80.25,44.18,31.79,176.15,0.36,0.14,0.31,0.13,18,13,930.34,286.32,83.82,0.16,12
C11555,4408.57,0.65,3777.08,1797.39,1760.71,138.15,0.84,0.89,0.35,0.06,7,49,9658.75,2662.79,623.17,0.15,12
C11556,2508.65,0.73,190.91,73.01,54.9,2163.9,0.15,0.15,0.79,0.74,5,45,5099.24,1917.97,283.41,0.16,12
C11557,1320.39,0.37,744.92,426.53,325.05,115.06,0.02,0.45,0.52,0.05,10,45,3381.5,894.86,305.0,0.69,12
C11558,1263.32,0.41,918.82,521.57,318.65,19.36,0.86,0.69,0.11,0.01,16,12,2811.01,1000.49,170.73,0.31,12
C11559,2214.89,0.91,38.83,20.15,7.05,2330.64,0.3,0.57,0.37,0.89,2,17,5575.6,2493.12,559.0,0.28,12
C11560,2217.69,0.93,19.4,12.14,6.44,2413.36,0.08,0.65,0.9,0.42,7,4,6668.08,1655.23,516.97,0.01,12
C11561,1516.45,0.85,1037.31,498.67,233.94,85.63,0.03,0.35,0.85,0.13,15,34,3382.46,1062.32,209.62,0.52,10
C11562,3497.88,0.3,82.6,53.22,31.51,2549.35,0.9,0.66,0.76,0.49,13,2,4810.95,3987.75,375.05,0.18,12
C11563,3068.47,0.85,49.34,19.09,10.55,1209.66,0.52,0.01,0.84,0.76,3,51,7886.23,2225.02,427.85,0.01,10
C11564,4525.45,0.22,4656.7,3188.55,955.26,111.97,0.61,0.26,0.09,0.02,0,18,5551.86,2649.22,613.53,0.02,12
C11565,144.69,0.68,850.73,325.01,406.77,145.24,0.62,0.12,0.12,0.12,14,36,3305.17,135.04,41.84,0.48,12
C11566,244.56,0.74,45.76,16.66,21.21,52.92,0.52,0.46,0.02,0.15,4,9,2384.68,170.52,50.58,0.21,8
C11567,369.47,0.54,66.14,35.81,18.57,78.23,0.77,0.15,0.13,0.16,0,15,1791.23,319.22,79.21,0.16,12
C11568,1390.2,0.58,1379.77,465.3,560.45,13.76,0.91,0.55,0.82,0.15,17,16,3300.89,1442.46,168.06,0.43,7
C11569,990.03,0.79,763.13,280.2,376.09,61.73,0.64,0.18,0.04,0.13,13,51,3987.08,886.96,139.67,0.44,10
C11570,1795.89,0.92,190.54,112.72,25.81,91.65,0.84,0.41,0.47,0.16,9,58,3257.54,1914.66,299.09,0.68,12
C11571,1016.05,0.35,876.03,370.79,300.01,0.0,0.01,0.07,0.25,0.15,8,33,5848.27,753.19,298.9,0.31,12
C11572,1368.35,0.31,1412.39,875.75,284.45,146.15,0.48,0.44,0.83,0.19,17,6,3723.98,845.74,296.79,0.56,11
C11573,2767.72,0.7,3062.15,1109.18,1286.12,181.77,0.6,0.81,0.8,0.0,15,58,8843.26,2148.49,244.98,0.21,12
C11574,96.09,0.38,49.26,22.37,6.92,99.37,0.2,0.32,0.77,0.03,10,17,1344.7,75.75,28.61,0.01,12
C11575,334.91,0.36,29.11,13.23,12.09,0.0,0.16,0.71,0.38,0.12,11,39,2402.15,335.3,39.29,0.13,12
C11576,3850.59,0.36,2995.87,1474.44,539.99,79.76,0.14,0.43,0.93,0.08,10,13,11452.73,3776.61,791.04,0.23,12
C11577,5045.6,0.36,4699.8,2181.45,1327.26,0.0,0.28,0.23,0.9,0.07,7,26,9299.72,3615.47,1356.21,0.25,12
C11578,2616.51,0.58,0.0,0.0,0.0,1061.87,0.82,0.3,0.65,0.78,10,2,5467.51,3010.37,533.61,0.16,12
C11579,2750.0,0.97,131.24,56.61,16.67,2786.11,0.03,0.3,0.61,0.75,13,26,3822.48,1905.51,774.07,0.17,12
C11580,1691.79,0.86,177.14,54.21,83.48,2747.5,0.6,0.74,0.34,0.59,12,40,7350.96,2025.96,443.29,0.04,12
C11581,282.44,0.63,3.48,1.9,0.65,34.69,0.07,0.2,0.74,0.01,7,52,2690.16,147.68,16.59,0.09,12
C11582,1330.02,0.26,690.05,337.71,207.22,166.37,0.59,0.98,0.94,0.09,16,57,4104.34,1292.27,294.87,0.42,12
C11583,652.85,0.74,53.21,23.91,20.96,43.85,0.25,0.69,0.32,0.12,7,58,1812.58,609.86,150.29,0.23,12
C11584,1121.64,0.56,1205.43,463.57,180.09,37.73,0.16,0.4,0.29,0.06,14,58,3166.45,1020.07,160.34,0.51,11
C11585,2592.8,0.82,89.45,58.73,30.72,2311.31,0.47,1.0,0.26,0.33,8,24,5848.7,2710.5,719.2,0.29,12
C11586,205.86,0.6,37.82,14.95,11.58,130.27,0.23,0.22,0.98,0.11,18,15,792.86,188.08,51.51,0.29,12
C11587,1038.96,0.73,409.21,273.5,136.81,174.74,0.38,0.76,0.54,0.18,14,9,2568.7,963.06,147.29,0.78,8
C11588,205.07,0.36,0.0,0.0,0.0,139.57,0.63,0.27,0.97,0.02,14,9,1064.31,228.47,21.69,0.01,12
C11589,216.29,0.87,143.73,98.97,38.56,112.94,0.94,0.54,0.62,0.06,12,2,2133.75,136.42,22.31,0.1,12
C11590,447.79,0.82,50.84,23.79,11.16,201.12,0.62,0.05,0.29,0.01,3,42,1234.34,390.39,47.08,0.29,12
C11591,453.92,0.5,92.03,47.22,15.97,252.43,0.51,0.85,0.59,0.07,18,19,1564.0,453.23,89.56,0.13,12
C11592,3191.13,0.97,247.25,103.73,117.6,3309.27,0.56,0.37,0.16,0.65,14,30,6005.16,2283.3,672.34,0.09,12
C11593,1503.06,0.33,722.43,488.13,188.23,97.17,0.47,0.58,0.45,0.06,0,20,3548.99,982.46,131.09,0.54,12
C11594,4454.76,0.22,4158.76,1717.69,885.36,96.54,0.56,0.93,0.44,0.08,5,32,10557.01,2629.34,833.63,0.04,9
C11595,3405.86,0.81,4812.76,2849.56,582.43,65.66,0.57,0.03,0.58,0.19,3,25,8601.38,2329.2,383.4,0.28,11
C11596,471.46,0.68,42.05,12.96,16.84,178.48,0.49,0.97,0.39,0.07,2,35,2070.01,455.55,130.88,0.24,12
C11597,705.3,0.29,112.06,58.66,34.86,120.55,0.79,0.53,0.46,0.11,9,8,1020.25,656.26,186.25,0.12,10
C11598,2636.72,0.33,3928.89,2344.1,693.0,254.04,0.39,0.78,0.88,0.19,15,54,10029.24,1635.36,208.05,0.24,12
C11599,237.64,0.3,87.97,42.96,40.24,188.02,0.11,0.47,0.18,0.1,13,29,1829.77,200.52,26.87,0.23,12
C11600,2614.9,0.33,172.3,96.03,81.59,1995.02,0.64,0.82,0.92,0.7,18,41,4459.45,1698.74,748.2,0.17,11
C11601,197.67,0.57,9.27,5.63,4.19,4.07,0.8,0.88,0.54,0.03,1,56,1203.75,228.34,24.66,0.23,12
C11602,4327.8,0.24,3094.14,1547.37,1003.7,35.51,0.78,0.38,0.63,0.18,12,5,8928.1,4357.64,1099.07,0.15,12
C11603,4464.96,0.62,3516.6,1361.76,876.73,42.1,0.25,0.72,0.1,0.18,5,13,7535.05,2774.21,279.58,0.25,11
C11604,0.0,0.68,0.0,0.0,0.0,205.85,0.65,1.0,0.15,0.05,0,32,993.34,0.0,0.0,0.24,6
C11605,318.48,0.78,57.07,33.8,14.32,22.63,1.0,0.76,0.73,0.12,19,41,1698.89,349.43,64.88,0.27,12
C11606,4242.48,0.96,41.93,17.12,14.46,1860.93,0.1,0.96,0.9,0.59,2,28,4524.02,3775.74,635.89,0.24,12
C11607,490.68,0.27,67.67,37.41,12.9,10.29,0.52,0.74,0.52,0.05,6,2,1986.45,367.61,121.52,0.28,9
C11608,1058.46,0.23,876.82,315.06,250.41,320.24,0.31,0.33,0.17,0.18,10,41,4947.99,972.61,312.22,0.35,7
C11609,1003.11,0.31,862.91,579.97,284.1,88.62,0.79,0.83,0.8,0.08,7,38,3858.56,775.04,178.94,0.4,12
C11610,261.29,0.47,60.61,32.8,23.79,142.39,0.32,0.67,0.92,0.04,3,0,500.0,297.34,43.35,0.14,12
C11611,4573.88,0.62,3669.77,1788.31,501.07,8.75,0.73,0.03,0.67,0.1,4,56,9330.06,5083.77,1034.28,0.07,12
C11612,3047.73,0.2,3598.19,2247.46,1607.67,176.74,0.16,0.17,0.18,0.17,13,53,11899.43,1866.03,726.66,0.27,12
C11613,1706.38,0.75,944.36,584.44,266.72,0.0,0.07,0.26,0.41,0.17,0,16,4047.22,1662.38,110.83,0.89,12
C11614,4680.69,0.97,4182.92,1417.71,1391.96,21.68,0.1,0.74,0.94,0.13,1,36,9069.24,5084.69,746.09,0.14,12
C11615,438.38,0.4,99.73,42.17,47.49,41.49,0.26,0.8,0.19,0.16,5,48,1398.65,284.01,76.69,0.16,12
C11616,4.97,0.21,18.28,8.84,3.06,117.51,0.85,0.83,0.17,0.16,19,26,1621.17,5.51,0.63,0.26,12
C11617,976.74,0.8,327.3,142.77,148.53,36.55,0.15,0.07,0.7,0.19,3,4,3465.32,775.23,234.19,0.55,12
C11618,2934.84,0.82,114.52,48.89,48.3,1657.99,0.03,0.07,0.54,0.51,13,24,4517.79,2099.61,797.53,0.29,7
C11619,443.38,0.23,64.23,28.32,31.96,140.26,0.85,0.3,0.2,0.12,7,21,1666.25,527.11,115.87,0.09,12
C11620,400.91,0.69,42.26,15.08,10.87,44.83,0.37,0.68,0.62,0.18,10,48,1640.08,393.54,83.57,0.05,10
C11621,1159.11,0.39,733.31,255.02,110.54,179.81,0.59,0.84,0.94,0.07,4,0,2439.7,815.26,288.1,0.33,12
C11622,4148.84,0.71,3130.29,1265.03,330.78,68.54,0.08,0.87,0.86,0.1,18,56,8866.74,3612.74,448.73,0.26,12
C11623,244.79,0.78,33.82,11.1,14.11,52.77,0.91,0.21,0.01,0.17,8,21,1478.21,232.65,13.81,0.05,11
C11624,1192.14,0.38,625.65,315.38,96.75,171.67,0.5,0.77,0.88,0.2,0,23,4421.94,1190.18,212.63,0.72,12
C11625,4516.01,0.41,2677.37,967.21,595.46,0.0,0.09,0.64,0.63,0.08,5,18,11607.44,2919.93,688.68,0.09,12
C11626,1575.96,0.69,1310.82,428.67,648.76,158.79,0.63,0.93,0.27,0.12,6,1,3170.51,1468.2,426.19,0.46,12
C11627,412.91,0.67,75.23,47.76,20.83,42.95,0.37,0.77,0.09,0.17,18,41,1453.94,451.35,102.1,0.11,12
C11628,74.29,0.91,102.6,54.89,19.75,42.83,0.35,0.53,0.97,0.1,0,44,1719.11,78.94,10.81,0.05,12
C11629,1646.65,0.61,328.5,216.59,131.82,256.65,0.41,0.78,0.03,0.08,5,17,3758.97,1162.52,89.51,0.3,9
C11630,1016.84,0.84,457.64,317.31,95.47,57.5,0.51,0.31,0.18,0.01,3,7,4451.73,1198.99,120.72,0.55,12
C11631,2104.98,0.79,74.27,39.91,23.2,1739.35,0.62,0.79,0.67,0.7,3,49,5585.81,1071.04,294.93,0.13,12
C11632,810.99,0.73,1240.47,767.1,202.11,122.34,0.15,0.78,0.76,0.07,19,41,2753.14,847.73,177.57,0.79,12
C11633,3360.27,0.35,4750.41,1728.28,1350.7,130.64,0.75,0.86,0.27,0.08,15,17,7847.78,2426.04,926.83,0.28,12
C11634,1805.23,0.42,147.63,85.53,21.18,1502.27,0.03,0.24,0.74,0.78,18,40,6113.71,2091.98,,0.22,12
C11635,817.21,0.65,910.83,473.47,372.74,75.78,0.7,0.85,0.77,0.03,16,13,3203.23,901.17,201.42,0.79,12
C11636,1658.44,0.25,911.13,519.85,224.19,222.24,0.18,0.17,0.8,0.01,17,38,2576.59,1852.17,385.0,0.38,6
C11637,3154.28,0.24,57.53,19.67,13.09,742.5,0.45,0.77,0.75,0.67,11,29,5160.51,2133.26,436.2,0.15,12
C11638,295.61,0.24,0.0,0.0,0.0,60.03,0.56,0.93,0.03,0.0,10,11,1956.27,312.6,15.98,0.1,10
C11639,3698.72,0.94,4395.66,2052.75,1898.4,16.33,0.65,0.04,0.89,0.19,6,39,9052.92,2710.64,215.18,0.15,11
C11640,5994.19,0.75,2508.91,1531.24,806.79,53.24,0.79,0.63,0.56,0.05,1,10,5925.61,4873.55,1227.68,0.03,11
C11641,539.18,0.87,19.39,13.5,9.26,178.52,0.52,0.66,0.43,0.17,16,53,1769.92,610.91,141.15,0.16,12
C11642,766.9,0.97,1031.99,670.1,190.46,194.3,0.88,0.82,0.02,0.08,7,6,2473.84,770.21,159.51,0.69,12
C11643,229.2,0.76,57.34,24.35,18.89,144.4,0.96,0.1,0.59,0.2,13,48,2027.18,217.37,55.79,0.17,12
C11644,43.88,0.61,42.34,19.51,19.97,0.0,0.98,0.91,0.16,0.1,19,17,2348.79,25.9,7.71,0.07,12
C11645,1301.68,0.58,671.32,375.58,220.11,160.3,0.32,0.99,0.55,0.19,7,31,2876.66,1141.31,150.62,0.86,7
C11646,398.53,0.8,77.24,39.8,17.24,204.29,0.03,0.67,0.19,0.09,2,51,1819.56,233.72,23.89,0.11,12
C11647,2888.38,0.89,2486.86,1154.2,1056.07,113.88,0.72,0.43,0.69,0.14,7,58,10780.31,1595.88,734.62,0.16,12
C11648,2764.93,0.86,248.88,139.71,38.71,1215.58,0.25,0.64,0.09,0.63,19,29,4576.2,3214.52,466.05,0.1,12
C11649,4056.11,0.59,2941.62,1952.68,473.01,0.0,0.77,0.05,0.6,0.09,0,17,8302.88,3710.04,1091.57,0.21,9
C11650,409.68,0.82,0.0,0.0,0.0,154.78,0.01,0.75,0.64,0.05,5,44,1352.02,206.6,58.4,0.18,12
C11651,466.94,0.58,34.88,12.25,4.45,18.38,0.78,0.07,0.4,0.16,1,59,1209.47,386.78,55.56,0.03,12
C11652,447.65,0.51,0.0,0.0,0.0,184.68,0.07,0.32,0.92,0.11,15,17,2264.89,313.67,97.03,0.07,12
C11653,535.5,0.44,76.29,40.88,19.2,149.03,0.88,0.14,0.53,0.13,2,23,1455.7,325.44,107.68,0.18,11
C11654,2828.68,0.24,254.12,168.28,65.86,2765.83,0.65,0.73,0.75,0.55,5,49,5244.54,3036.26,639.45,0.16,12
C11655,1167.45,0.36,867.93,518.21,249.84,139.98,0.16,0.59,0.44,0.02,4,15,3256.43,709.25,84.96,0.54,12
C11656,399.56,0.78,69.56,31.92,27.57,67.68,0.51,0.7,0.79,0.14,0,33,1662.87,246.31,28.3,0.05,12
C11657,3536.45,0.34,5170.45,2860.98,1693.54,60.71,0.51,0.06,0.9,0.09,18,22,12052.4,2344.05,681.58,0.28,10
C11658,990.05,0.92,781.72,504.17,301.29,79.99,0.88,0.37,0.41,0.08,7,30,3369.15,988.77,185.21,0.79,9
C11659,492.19,0.26,45.7,20.06,5.48,59.14,0.53,0.41,0.97,0.19,16,35,1632.01,311.81,36.04,0.06,12
C11660,591.82,0.24,0.0,0.0,0.0,207.77,0.55,0.6,0.15,0.02,10,30,1221.37,429.04,93.24,0.22,12
C11661,1730.71,0.58,506.99,279.12,246.68,202.05,0.32,0.1,0.85,0.13,0,28,4142.9,1958.54,,0.68,12
C11662,3438.92,0.38,3765.92,1168.83,1020.96,0.0,0.73,0.65,0.53,0.01,3,22,5817.38,3079.9,637.94,0.08,12
C11663,92.25,0.28,93.73,63.27,17.71,103.07,0.05,0.39,0.14,0.14,0,3,1786.59,57.3,8.91,0.25,9
C11664,2830.88,0.25,187.96,69.03,93.39,2356.63,0.97,0.91,0.63,0.4,4,46,5656.59,3119.44,798.17,0.27,12
C11665,4274.49,0.62,232.31,104.47,61.45,2748.07,0.61,0.45,0.13,0.32,11,21,2387.64,3669.71,250.45,0.14,9
C11666,3497.94,0.41,3417.47,2318.8,996.24,135.06,0.85,0.1,0.89,0.15,2,4,9280.06,3791.62,413.26,0.19,12
C11667,308.18,0.64,57.48,19.08,10.89,216.87,0.78,0.1,0.82,0.03,7,29,1909.64,171.08,20.61,0.11,10
C11668,370.76,0.32,94.43,28.49,34.23,171.34,0.22,0.25,0.65,0.05,0,49,1184.09,227.38,44.8,0.19,12
C11669,2160.57,0.22,43.01,14.69,7.87,2419.82,0.29,0.24,0.23,0.49,16,39,4820.6,1219.15,478.19,0.22,12
C11670,440.25,0.22,0.0,0.0,0.0,42.52,0.28,0.8,0.96,0.12,7,35,762.58,368.43,24.63,0.22,12
C11671,1323.41,0.29,391.11,269.36,157.61,102.92,0.23,0.72,0.85,0.05,19,57,3287.41,1020.56,79.0,0.64,8
C11672,3259.14,0.84,3297.42,1496.5,1190.23,38.75,0.02,0.08,0.72,0.1,6,40,,2578.65,330.69,0.03,12
C11673,480.37,0.56,82.17,49.07,11.19,119.15,0.83,0.85,0.37,0.09,9,57,2001.34,363.44,27.34,0.21,10
C11674,4504.64,0.7,1819.88,1081.69,240.06,126.36,0.54,0.1,0.48,0.12,9,53,8558.14,3589.77,664.5,0.16,12
C11675,1102.86,0.9,267.58,90.96,116.92,1798.58,0.59,0.79,0.34,0.65,3,30,3650.28,845.75,118.6,0.28,12
C11676,4952.48,0.37,3179.24,1252.77,1468.25,205.08,0.49,0.11,0.85,0.18,14,4,7363.0,3029.74,646.49,0.03,8
C11677,1047.4,0.9,904.09,592.71,139.47,155.12,0.12,0.38,0.31,0.19,17,34,3040.0,940.94,271.59,0.78,12
C11678,3156.6,0.8,300.58,110.1,75.2,2137.99,0.44,0.75,0.24,0.84,17,56,5696.07,3498.83,498.9,0.04,7
C11679,1584.03,0.78,762.53,387.63,275.75,0.0,0.29,0.25,0.21,0.18,8,41,4364.09,1894.27,85.16,0.85,12
C11680,2967.4,0.9,4257.9,1693.2,1848.75,141.6,0.89,0.11,0.4,0.16,15,13,9220.21,1727.37,554.03,0.27,12
C11681,3789.13,0.3,3385.98,1771.02,1569.72,220.04,0.7,0.79,0.62,0.05,8,50,5383.09,2985.32,293.07,0.15,12
C11682,5069.1,0.63,1843.63,698.02,699.61,98.02,0.16,0.69,0.83,0.11,2,50,9124.94,3390.03,328.66,0.09,12
C11683,133.18,0.59,38.56,14.89,6.13,0.0,0.7,0.89,0.92,0.08,14,44,1537.6,119.44,17.56,0.17,12
C11684,379.26,0.73,100.67,32.09,41.01,266.78,0.55,0.64,0.08,0.16,8,9,746.95,285.3,44.76,0.11,8
C11685,301.71,0.39,61.24,42.63,27.17,139.15,0.08,0.07,0.05,0.18,7,43,1449.98,336.23,23.51,0.3,12
C11686,1543.76,0.3,955.32,329.81,229.78,113.69,0.07,0.64,0.36,0.12,1,51,3670.3,1782.49,192.36,0.41,12
C11687,667.12,0.98,847.8,395.28,252.36,6.56,0.15,0.82,0.81,0.13,4,26,3969.36,485.37,114.09,0.55,11
C11688,870.52,0.57,753.15,351.74,125.44,101.3,0.81,0.08,0.91,0.14,8,41,4429.68,652.45,98.18,0.72,9
C11689,1382.28,0.39,790.78,333.27,175.4,154.95,0.83,0.14,0.17,0.1,14,52,4306.86,1208.76,80.28,0.68,11
C11690,2818.15,0.3,3937.44,2431.75,1763.66,140.24,0.61,0.68,0.29,0.09,7,44,9413.0,2662.78,769.78,0.24,12
C11691,1439.57,0.67,200.26,87.13,27.14,1488.66,0.02,0.79,0.9,0.41,3,39,5138.57,1478.04,306.41,0.01,12
C11692,443.18,0.32,67.43,37.1,27.31,95.43,0.32,0.35,0.58,0.16,7,24,1987.23,252.63,100.45,0.03,12
C11693,5093.92,0.35,2222.25,1149.35,309.02,50.72,0.4,0.74,0.41,0.13,0,9,7221.84,2729.14,774.39,0.18,12
C11694,4041.32,0.96,3180.85,2053.59,690.4,233.13,0.28,0.17,0.24,0.03,9,16,8983.74,3939.32,781.33,0.23,11
C11695,0.0,0.22,1314.03,824.94,437.53,171.59,0.58,0.44,0.11,0.03,9,35,4418.5,0.0,0.0,0.7,12
C11696,542.89,0.35,31.28,12.11,3.17,58.05,0.06,0.75,0.11,0.08,14,44,2050.72,527.1,75.56,0.18,12
C11697,4682.59,0.74,3129.72,1877.97,1158.46,6.52,0.02,0.2,0.67,0.13,0,18,8021.43,3329.9,1207.26,0.29,8
C11698,2920.77,0.37,119.21,73.55,27.0,886.24,0.59,0.35,0.72,0.89,12,22,4304.61,1812.4,710.01,0.08,12
C11699,4498.63,0.35,2817.55,1881.21,1125.41,60.57,0.26,0.63,0.37,0.08,15,12,8912.96,2599.65,547.8,0.01,12
C11700,2379.23,0.65,160.87,110.24,78.84,2078.65,0.69,0.35,0.61,0.53,16,21,4015.79,2499.23,316.91,0.07,12
C11701,1135.14,0.76,126.57,75.28,33.74,1399.87,0.78,0.87,0.16,0.86,19,38,4118.73,887.82,108.95,0.13,12
C11702,1034.77,0.54,338.97,162.7,37.96,19.09,0.61,0.96,0.02,0.1,13,0,4369.65,577.41,181.76,0.42,12
C11703,1213.44,0.83,854.4,356.45,375.56,113.01,0.99,0.64,0.1,0.14,18,38,3191.75,816.33,306.8,0.7,12
C11704,1292.31,0.85,520.98,336.48,109.32,78.65,0.64,0.78,0.11,0.09,6,3,759.08,1425.5,246.84,0.51,12
C11705,2765.21,0.7,222.17,148.02,35.43,1940.45,0.77,0.91,0.98,0.41,2,57,5363.88,2314.7,383.46,0.17,11
